Marca,Modelo,Ano,Tipo,Encaixe,Sensor,MP,Processador,IBIS,Peso (Corpo),Tipo de visor,Tela,Tela touch,Pontos AF (Visor),AF (Display),FPS RAW,Buffer RAW,Vídeo,Entrada de microfone,Saída de fone,Conectividade
Nikon,1 S2,2014,Mirrorless,Nikon 1,1 polegada (CX),14.2,EXPEED 4A,Nao possui,190g,Nao possui visor integrado (apenas tela traseira),Fixa 3.0 pol (460k pontos),Nao possui,73 pontos fase + 135 pontos contraste (hibrido),Hibrido (fase + contraste) - funciona em video,20 fps,~10 fotos (aprox.),1080p 60fps sem crop,Nao possui,Nao possui,Nenhuma
Nikon,1 J5,2015,Mirrorless,Nikon 1,1 polegada (CX),20.8,EXPEED 5A,Nao possui,231g,Nao possui visor integrado (apenas tela traseira),Articulada (180 para cima) touch 3.0 pol (1037k pontos),Sim - com foco ao toque,171 pontos fase + 171 pontos contraste (hibrido),Hibrido (fase + contraste) - funciona em video,20 fps,~20 fotos (aprox.),4K 15fps com crop / 1080p 60fps sem crop,Nao possui,Nao possui,Wi-Fi + NFC
Nikon,Z7,2018,Mirrorless,Nikon Z,Full Frame,45.7,EXPEED 6,Sim (5 eixos - ate 5 stops),675g,Eletronico OLED integrado (3690k pontos),Fixa (tilt) touch 3.2 pol (2100k pontos),Sim - com foco ao toque,493 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video,9 fps,~23 fotos (aprox.),4K 30fps sem crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Tela superior monocromatica
Nikon,Z6,2018,Mirrorless,Nikon Z,Full Frame,24.5,EXPEED 6,Sim (5 eixos - ate 5 stops),675g,Eletronico OLED integrado (3690k pontos),Fixa (tilt) touch 3.2 pol (2100k pontos),Sim - com foco ao toque,273 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video,12 fps,~35 fotos (aprox.),4K 30fps sem crop oversampled,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Tela superior monocromatica
Nikon,Z50,2019,Mirrorless,Nikon Z,APS-C (DX),20.9,EXPEED 6,Nao possui,395g,Eletronico OLED integrado (2360k pontos),Articulada (180 para baixo) touch 3.2 pol (1040k pontos),Sim - com foco ao toque,209 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video,11 fps,~30 fotos (aprox.),4K 30fps sem crop,Sim (P2 3.5mm),Nao possui,Wi-Fi + Bluetooth
Nikon,Z5,2020,Mirrorless,Nikon Z,Full Frame,24.3,EXPEED 6,Sim (5 eixos - ate 5 stops),675g,Eletronico OLED integrado (3690k pontos),Fixa (tilt) touch 3.2 pol (1040k pontos),Sim - com foco ao toque,273 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video,4.5 fps,~100 fotos (buffer longo),4K 30fps com crop 1.7x / 1080p 60fps sem crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Dual slot SD UHS-II
Nikon,Z6 II,2020,Mirrorless,Nikon Z,Full Frame,24.5,Dual EXPEED 6,Sim (5 eixos - ate 5 stops),705g,Eletronico OLED integrado (3690k pontos),Fixa (tilt) touch 3.2 pol (2100k pontos),Sim - com foco ao toque,273 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video,14 fps,~124 fotos (aprox.),4K 60fps com leve crop 1.5x / 4K 30fps sem crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Dual slot (CFexpress + SD)
Nikon,Z7 II,2020,Mirrorless,Nikon Z,Full Frame,45.7,Dual EXPEED 6,Sim (5 eixos - ate 5 stops),705g,Eletronico OLED integrado (3690k pontos),Fixa (tilt) touch 3.2 pol (2100k pontos),Sim - com foco ao toque,493 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video,10 fps,~77 fotos (aprox.),4K 60fps sem crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Dual slot (CFexpress + SD)
Nikon,Zfc,2021,Mirrorless (retro),Nikon Z,APS-C (DX),20.9,EXPEED 6,Nao possui,390g,Eletronico OLED integrado (2360k pontos),Articulada lateral touch 3.0 pol (1040k pontos),Sim - com foco ao toque,209 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video com Eye-AF,11 fps,~30 fotos (aprox.),4K 30fps sem crop,Sim (P2 3.5mm),Nao possui,Wi-Fi + Bluetooth + Discos mecanicos de controle aluminio
Nikon,Z9,2021,Mirrorless (flagship),Nikon Z,Full Frame,45.7,EXPEED 7 (sensor empilhado - stacked),Sim (5 eixos - ate 6 stops),1340g (com grip integrado),Eletronico OLED Real-Live integrado (3690k pontos - blackout free),Articulada de 4 eixos touch 3.2 pol (2100k pontos),Sim - com foco ao toque,493 pontos fase com IA integrada (9 tipos de sujeitos),Hibrido com IA de rastreamento - funciona em video,20 fps RAW - 120 fps JPEG,mais de 1000 fotos (burst ilimitado CFexpress),8K 60fps interno / 4K 120fps sem crop - sem obturador mecanico,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + GPS + Ethernet RJ-45 integrado
Nikon,Z30,2022,Mirrorless (vlogging),Nikon Z,APS-C (DX),20.9,EXPEED 6,Nao possui (apenas e-VR digital),350g,Nao possui visor integrado (voltada para vlogging - sem EVF),Articulada lateral touch 3.0 pol (1040k pontos),Sim - com foco ao toque,209 pontos fase (hibrido),Hibrido (fase + contraste) - funciona em video com foco no olho continuo,11 fps,~30 fotos (aprox.),4K 30fps sem crop / 1080p 120fps sem crop,Sim (P2 3.5mm),Nao possui,Wi-Fi + Bluetooth + Tally light integrada (led frontal)
Nikon,Z8,2023,Mirrorless,Nikon Z,Full Frame,45.7,EXPEED 7 (sensor empilhado - stacked),Sim (5 eixos - ate 6 stops),910g,Eletronico OLED Real-Live integrado (3690k pontos - blackout free),Articulada de 4 eixos touch 3.2 pol (2100k pontos),Sim - com foco ao toque,493 pontos fase com IA integrada,Hibrido com IA de rastreamento - funciona em video,20 fps RAW - 120 fps JPEG,mais de 1000 fotos (com cartao CFexpress),8K 60fps interno (N-RAW) / 4K 120fps sem crop - sem obturador mecanico,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Duas portas USB-C dedicadas (carga + dados)
Nikon,Zf,2023,Mirrorless (retro),Nikon Z,Full Frame,24.5,EXPEED 7,Sim (5 eixos - ate 8 stops com ponto de foco atrelado),710g,Eletronico OLED integrado (3690k pontos),Articulada lateral touch 3.2 pol (2100k pontos),Sim - com foco ao toque,273 pontos fase com IA integrada,Hibrido com IA de rastreamento - funciona em video,14 fps mecanico - 30 fps eletronico,~100 fotos (aprox.),4K 60fps com crop 1.5x / 4K 30fps sem crop oversampled de 6K,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Dual slot MicroSD/SD + Corpo em magnesio
Nikon,Z6 III,2024,Mirrorless,Nikon Z,Full Frame,24.5,EXPEED 7 (sensor parcialmente empilhado),Sim (5 eixos - ate 8 stops),760g,Eletronico OLED ultra-brilhante integrado (5760k pontos - 4000 nits),Articulada lateral touch 3.2 pol (2100k pontos),Sim - com foco ao toque,299 pontos fase com IA de detecção avançada,Hibrido com IA de rastreamento - funciona em video,14 fps mecanico - 120 fps eletronico (JPEG DX),mais de 1000 fotos (com CFexpress),6K 60fps interno (N-RAW) / 4K 120fps com crop 1.5x,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Dual slot (CFexpress + SD) + N-Log interno
Nikon,Z50 II,2024,Mirrorless,Nikon Z,APS-C (DX),20.9,EXPEED 7,Nao possui,395g,Eletronico OLED brilhante integrado (2360k pontos - 1000 nits),Articulada lateral touch 3.0 pol (1040k pontos),Sim - com foco ao toque,209 pontos fase com algoritmos herdados da Z9,Hibrido com IA de rastreamento - funciona em video,15 fps mecanico - 30 fps eletronico,~30 fotos (aprox.),4K 30fps oversampled de 5.6K sem crop / 1080p 120fps,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Botao fisico dedicado para Picture Control
Nikon,Z5 II,2025,Mirrorless,Nikon Z,Full Frame,24.3,EXPEED 7 (BSI CMOS),Sim (5 eixos - ate 7.5 stops),700g,Eletronico OLED integrado (3690k pontos - 3000 nits de brilho),Articulada lateral touch 3.2 pol,Sim - com foco ao toque,273 pontos fase com IA de rastreamento de 9 objetos,Hibrido com IA - funciona em video profissional,14 fps RAW - 30 fps eletronico JPEG,~200 fotos (buffer atualizado para UHS-II),4K 30fps sem crop / 4K 60fps com crop 1.5x e 12-bit N-RAW interno,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Dual slot SD UHS-II
Nikon,ZR,2025,Mirrorless (cinema),Nikon Z,Full Frame,24.5,EXPEED 7 (co-desenvolvido com a RED - sensor part-stacked),Sim (5 eixos - ate 7.5 stops),540g (corpo ultraleve de cinema),Nao possui visor integrado (camera de cinema compacta - sem EVF),Articulada lateral touch monitor grande de 4.0 pol (3070k pontos),Sim - com foco ao toque,299 pontos fase com IA dedicada a rastreamento de objetos,Hibrido com Ciencia de Cor RED - funciona em video profissional,Nao divulgado com precisao (foco estrito em video profissional),Nao divulgado com precisao (foco em midias de cinema),6K 60fps interno REDCODE RAW (R3D NE) / 4K 120fps sem crop,Sim (P2 3.5mm + suporte a audio interno 32-bit float),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth + Dissipacao passiva de calor
Panasonic,Lumix DMC-G1,2008,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine HD,Nao possui,385g,Eletronico (460k pontos),Articulada 3.0 pol (460k pontos),Nao possui,Contrast Detect (23 pontos),Contraste - nao possui Live View em video,3 fps,poucas fotos,Nao grava video,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-GH1,2009,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine HD,Nao possui,385g,Eletronico (460k pontos),Articulada 3.0 pol (460k pontos),Nao possui,Contrast Detect (23 pontos),Contraste - funciona em video,3 fps,poucas fotos,1080p 24fps / 720p 60fps,Sim (Jack de 2.5mm especial),Nao possui,Nenhuma
Panasonic,Lumix DMC-GF1,2009,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine HD,Nao possui,285g,Nao possui visor integrado (suporta opcional externo DMW-LVF1),Fixa 3.0 pol (460k pontos),Nao possui,Contrast Detect (23 pontos),Contraste - funciona em video,3 fps,poucas fotos,720p 30fps (AVCHD Lite),Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-G2,2010,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine HD II,Nao possui,371g,Eletronico (460k pontos),Articulada touch 3.0 pol (460k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,3.2 fps,poucas fotos,720p 30fps,Sim (Jack de 2.5mm especial),Nao possui,Nenhuma
Panasonic,Lumix DMC-G10,2010,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine HD II,Nao possui,336g,Eletronico (202k pontos - baixa resolucao),Fixa 3.0 pol (460k pontos),Nao possui,Contrast Detect (23 pontos),Contraste - funciona em video,3.2 fps,poucas fotos,720p 30fps (Motion JPEG),Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-GH2,2010,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine FHD,Nao possui,392g,Eletronico (1530k pontos),Articulada touch 3.0 pol (460k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,5 fps,poucas fotos,1080p 24fps / 60i,Sim (Jack de 2.5mm especial),Nao possui,Nenhuma
Panasonic,Lumix DMC-GF2,2010,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine FHD,Nao possui,265g,Nao possui visor integrado (suporta opcional externo),Fixa touch 3.0 pol (460k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,3.2 fps,poucas fotos,1080i 60fps / 720p 30fps,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-G3,2011,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine FHD,Nao possui,336g,Eletronico (1440k pontos),Articulada touch 3.0 pol (460k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,4 fps,poucas fotos,1080i 60fps,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-GF3,2011,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine FHD,Nao possui,225g,Nao possui visor integrado,Fixa touch 3.0 pol (460k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,3.8 fps,poucas fotos,1080i 60fps,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-GX1,2011,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine FHD,Nao possui,272g,Nao possui visor integrado (suporta opcional externo eletronico LVF2),Fixa touch 3.0 pol (460k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,4.2 fps,poucas fotos,1080i 60fps,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-G5,2012,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine VII HD,Nao possui,346g,Eletronico (1440k pontos),Articulada touch 3.0 pol (920k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,6 fps,poucas fotos,1080p 60fps,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-GH3,2012,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine VII HD,Nao possui,470g,Eletronico OLED (1740k pontos),Articulada touch 3.0 pol (614k pontos OLED),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video com alto bitrate (50-72Mbps),6 fps,~18 fotos (aprox.),1080p 60fps,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi integrado
Panasonic,Lumix DMC-GF5,2012,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),12.1,Venus Engine VII HD,Nao possui,225g,Nao possui visor integrado,Fixa touch 3.0 pol (920k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,4 fps,poucas fotos,1080i 60fps,Nao possui,Nao possui,Nenhuma
Panasonic,Lumix DMC-G6,2013,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Nao possui,340g,Eletronico OLED (1440k pontos),Articulada touch 3.0 pol (1036k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,7 fps,poucas fotos,1080p 60fps,Sim (P2 3.5mm),Nao possui,Wi-Fi + NFC
Panasonic,Lumix DMC-GF6,2013,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Nao possui,280g,Nao possui visor integrado,Articulada (180 para cima) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,4.2 fps,poucas fotos,1080i 60fps / 1080p 30fps,Nao possui,Nao possui,Wi-Fi + NFC
Panasonic,Lumix DMC-GX7,2013,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Sim (2 eixos - primeira Lumix com estabilizacao),360g,Eletronico inclinavel (2764k pontos),Articulada (tilt) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,5 fps,poucas fotos,1080p 60fps,Nao possui,Nao possui,Wi-Fi + NFC
Panasonic,Lumix DMC-GM1,2013,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Nao possui,173g,Nao possui visor integrado,Fixa touch 3.0 pol (1036k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,5 fps,poucas fotos,1080i 60fps / 1080p 30fps,Nao possui,Nao possui,Wi-Fi integrado
Panasonic,Lumix DMC-GH4,2014,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine (4-CPU),Nao possui,480g,Eletronico OLED (2359k pontos),Articulada touch 3.0 pol (1036k pontos OLED),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em video - pioneira em 4K acessivel,12 fps,~40 fotos (aprox.),4K (DCI) 24fps / 4K (UHD) 30fps,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + NFC
Panasonic,Lumix DMC-GM5,2014,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Nao possui,180g,Eletronico integrado (1166k pontos),Fixa touch 3.0 pol (921k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (23 pontos),DFD Contraste - funciona em video,5.8 fps,poucas fotos,1080p 60fps,Nao possui,Nao possui,Wi-Fi integrado
Panasonic,Lumix DMC-GF7,2015,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Nao possui,236g,Nao possui visor integrado,Articulada (180 para cima) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video,5.8 fps,poucas fotos,1080p 60fps,Nao possui,Nao possui,Wi-Fi integrado
Panasonic,Lumix DMC-G7,2015,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine (9-quad),Nao possui,360g,Eletronico OLED (2360k pontos),Articulada touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em video (suporte a 4K Photo),8 fps,~40 fotos (aprox.),4K (UHD) 30fps / 1080p 60fps,Sim (P2 3.5mm),Nao possui,Wi-Fi integrado
Panasonic,Lumix DMC-GX8,2015,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),20.3,Venus Engine,Sim (Dual IS - 4 eixos no corpo + lente),435g,Eletronico inclinavel OLED (2360k pontos),Articulada touch 3.0 pol (1040k pontos OLED),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em video,8 fps,~30 fotos (aprox.),4K (UHD) 30fps,Sim (Jack de 2.5mm especial),Nao possui,Wi-Fi + NFC
Panasonic,Lumix DMC-GF8,2016,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Nao possui,236g,Nao possui visor integrado,Articulada (180 para cima) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect (23 pontos),Contraste - funciona em video (foco em selfies),5.8 fps,poucas fotos,1080p 60fps,Nao possui,Nao possui,Wi-Fi integrado
Panasonic,Lumix DMC-GX85,2016,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Sim (Dual IS - 5 eixos no corpo),383g,Eletronico integrado (2764k pontos),Articulada (tilt) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em video,8 fps,~30 fotos (aprox.),4K (UHD) 30fps - sem filtro passa-baixa,Nao possui,Nao possui,Wi-Fi integrado
Panasonic,Lumix DMC-G85,2016,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),16.0,Venus Engine,Sim (Dual IS 2 - 5 eixos ate 5 stops),453g,Eletronico OLED (2360k pontos),Articulada touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em video - corpo selado,9 fps,~45 fotos (aprox.),4K (UHD) 30fps / 1080p 60fps,Sim (P2 3.5mm),Nao possui,Wi-Fi integrado
Panasonic,Lumix DC-GH5,2017,Mirrorless,Micro Quatro Terços,Micro Quatro Terdos (2.0x crop),20.3,Venus Engine (10a ger),Sim (Dual IS 2 - 5 eixos ate 5 stops),645g,Eletronico OLED integrado (3686k pontos),Articulada touch 3.2 pol (1620k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - avançado para video profissional (10-bit interno),9 fps (com AF continuo) - 12 fps (AF unico),~60 fotos RAW,4K 60fps sem crop / 1080p 180fps,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2
Panasonic,Lumix DC-GX850,2017,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),16.0,Venus Engine,Não possui,239g,Não possui visor integrado,Articulada (180 para cima) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em vídeo,5.8 fps,poucas fotos,4K (UHD) 30fps / 1080p 60fps,Não possui,Não possui,Wi-Fi integrado
Panasonic,Lumix DC-G9,2017,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),20.3,Venus Engine,Sim (Dual IS 2 - 5 eixos até 6.5 stops),579g,Eletrônico OLED gigante (3680k pontos),Articulada touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - focado em rastreamento rápido de ação,20 fps (com AF contínuo) - 60 fps (AF único),~50 fotos RAW,4K 60fps / 1080p 180fps,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2 + Tela superior
Panasonic,Lumix DC-GH5S,2018,Mirrorless,Micro Quatro Terços,M4/3 Multi-aspecto (1.9x-2.2x crop),10.2,Venus Engine,Não possui (removido para evitar artefatos em vídeo),580g,Eletrônico OLED integrado (3686k pontos),Articulada touch 3.2 pol (1620k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - otimizado para pouca luz (Dual Native ISO),7 fps (com AF contínuo) - 12 fps (AF único),~60 fotos RAW,Cinema 4K 60fps / 4K (UHD) 60fps / 1080p 240fps,Sim (P2 3.5mm + TC In/Out),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2
Panasonic,Lumix DC-GX9,2018,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),20.3,Venus Engine,Sim (5 eixos no corpo - até 4 stops),407g,Eletrônico inclinável (2760k pontos),Articulada (tilt) touch 3.0 pol (1240k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em vídeo,6 fps (com AF contínuo) - 9 fps (AF único),~30 fotos (aprox.),4K (UHD) 30fps / 1080p 60fps,Não possui,Não possui,Wi-Fi + Bluetooth 4.2
Panasonic,Lumix DC-GF10,2018,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),16.0,Venus Engine,Não possui,240g,Não possui visor integrado,Articulada (180 para cima) touch 3.0 pol (1040k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em vídeo (foco em selfies 4K),5.8 fps,poucas fotos,4K (UHD) 30fps / 1080p 60fps,Não possui,Não possui,Wi-Fi integrado
Panasonic,Lumix DC-G95,2019,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),20.3,Venus Engine,Sim (Dual IS 2 - 5 eixos até 5 stops),484g,Eletrônico OLED (2360k pontos),Articulada touch 3.0 pol (1240k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em vídeo (gravação ilimitada e V-LogL),6 fps (com AF contínuo) - 9 fps (AF único),~45 fotos (aprox.),4K (UHD) 30fps com crop / 1080p 120fps,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi + Bluetooth 4.2
Panasonic,Lumix DC-G100,2020,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),20.3,Venus Engine,Não possui (apenas estabilização digital de 5 eixos em vídeo),303g,Eletrônico integrado (3680k pontos equivalentes),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - funciona em vídeo com áudio direcional OZO,5 fps (com AF contínuo) - 6 fps (AF único),~20 fotos (aprox.),4K (UHD) 30fps com crop / 1080p 60fps,Sim (P2 3.5mm),Não possui,Wi-Fi + Bluetooth 4.2
Panasonic,Lumix DC-GH5 II,2021,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),20.3,Venus Engine atualizado,Sim (Dual IS 2 - 5 eixos até 6.5 stops),647g,Eletrônico OLED integrado (3680k pontos),Articulada touch 3.0 pol (1840k pontos - ultra brilhante),Sim - com foco ao toque,Contrast Detect com detecção de IA avançada (225 pontos),DFD Contraste - algoritmo herdado da S1H (foco aprimorado em vídeo),7 fps (com AF contínuo) - 12 fps (AF único),~60 fotos RAW,4K 60fps 10-bit interno / Suporte nativo a Live Streaming sem PC,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2 + USB-C PD
Panasonic,Lumix DC-GH6,2022,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),25.2,Venus Engine atualizado (High Speed),Sim (Dual IS 2 - 5 eixos até 7.5 stops),739g,Eletrônico OLED integrado (3680k pontos),Articulada inclinável e giratória de 4 eixos touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (315 pontos),DFD Contraste - altíssima velocidade em vídeo (ventoinha integrada),8 fps (com obturador mecânico AF-C) - 75 fps (eletrônico AFS),~95 fotos RAW,5.7K 60fps / 4K 120fps 10-bit / ProRes 422 HQ interno,Sim (P2 3.5mm + entrada XLR via adaptador),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 5.0 + Slot duplo (CFexpress + SD)
Panasonic,Lumix DC-G9 II,2023,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),25.2,Venus Engine de última geração,Sim (5 eixos no corpo - até 8 stops),589g,Eletrônico OLED integrado (3680k pontos),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Phase Hybrid AF (779 pontos fase + 135 pontos contraste),Foco Híbrido por Fase - primeira M4/3 da marca com rastreamento por fase real,10 fps (com mecânico AF-C) - 60 fps (com eletrônico AF-C),~160 fotos RAW,4K 120fps / 5.7K 60fps / Gravação direta em SSD externo via USB-C,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 5.1 + Duas portas de cartão SD
Panasonic,Lumix DC-G100D,2023,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),20.3,Venus Engine,Não possui (apenas estabilização digital em vídeo),304g,Eletrônico OLED atualizado (2360k pontos),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (49 pontos),DFD Contraste - focado em vlogs e redes sociais,5 fps (com AF contínuo) - 6 fps (AF único),~20 fotos (aprox.),4K (UHD) 30fps com crop / 1080p 60fps,Sim (P2 3.5mm),Não possui,Wi-Fi + Bluetooth 4.2 + Conector USB-C atualizado
